Conversion_ID,Campaign_ID,Customer_ID,Conversion_Date,Conversion_Type,Revenue,Order_Value,Product_Category,Device_Type,Payment_Method,Conversion_Status,Is_New_Customer
CONV00229,CMP139,CUST03759,2025-07-31,Purchase,588.30,588.30,Books,Mobile,Cash on Delivery,Completed,No
CONV00230,CMP183,CUST01389,2025-03-07,Purchase,5606.19,5606.19,Electronics,Mobile,UPI,Completed,No
CONV00231,CMP096,CUST09949,2025-12-28,Purchase,1014.08,1014.08,Fashion,Mobile,Credit Card,Completed,No
CONV00232,CMP076,CUST05039,2025-04-22,Purchase,3416.96,3416.96,Electronics,Desktop,Credit Card,Completed,Yes
CONV00233,CMP012,CUST08562,2025-12-21,App Signup,250.00,250.00,Electronics,Mobile,Credit Card,Completed,No
CONV00234,CMP059,CUST02707,2025-11-11,Purchase,1310.94,1310.94,Fitness,Mobile,Net Banking,Completed,No
CONV00235,CMP003,CUST06172,2025-03-16,Purchase,2423.82,2423.82,Fitness,Desktop,UPI,Completed,No
CONV00236,CMP148,CUST08953,2025-04-08,Purchase,916.82,916.82,Books,Mobile,UPI,Completed,No
CONV00237,CMP024,CUST00152,2025-12-02,Lead,0.00,0.00,Beauty,Mobile,Credit Card,Completed,Yes
CONV00238,CMP183,CUST08173,2025-03-13,App Signup,0.00,0.00,Home & Kitchen,Mobile,Cash on Delivery,Completed,No
CONV00239,CMP153,CUST06831,2025-09-12,Purchase,3212.68,3212.68,Fitness,Mobile,UPI,Completed,No
CONV00240,CMP101,CUST02182,2025-05-15,Purchase,110.68,1921.19,Home & Kitchen,Mobile,Net Banking,Refunded,No
CONV00241,CMP175,CUST01352,2025-07-26,Purchase,1374.83,1374.83,Grocery,Mobile,Net Banking,Completed,No
CONV00242,CMP019,CUST03975,2025-07-03,Purchase,4954.11,4954.11,Electronics,Mobile,Cash on Delivery,Completed,Yes
CONV00243,CMP002,CUST08775,2025-02-01,Purchase,4370.90,4370.90,Electronics,Mobile,UPI,Completed,Yes
CONV00244,CMP063,CUST01462,2025-03-18,Purchase,2100.00,2100.00,Fitness,Desktop,Credit Card,Completed,No
CONV00245,CMP187,CUST06290,2025-07-14,Subscription,0.00,1095.72,Grocery,Mobile,Debit Card,Cancelled,No
CONV00246,CMP080,CUST08051,2025-08-17,Purchase,1019.02,1019.02,Grocery,Mobile,Credit Card,Completed,No
CONV00247,CMP059,CUST09122,2025-11-17,Purchase,2788.48,2788.48,Fashion,Mobile,UPI,Completed,No
CONV00248,CMP152,CUST01608,2025-08-21,Purchase,1681.54,1681.54,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV00249,CMP157,CUST04528,2025-01-22,Purchase,0.00,900.74,Beauty,Mobile,Cash on Delivery,Cancelled,No
CONV00250,CMP140,CUST99999,2025-08-25,Purchase,2808.76,2808.76,Beauty,Desktop,Credit Card,Completed,Yes
CONV00251,CMP192,CUST04004,2025-12-27,Purchase,1565.89,1565.89,Beauty,Mobile,Credit Card,Completed,No
CONV00252,CMP176,CUST00307,2025-08-10,Purchase,0.00,594.68,Home & Kitchen,Mobile,Credit Card,Cancelled,No
CONV00253,CMP132,CUST00052,2025-12-29,Lead,0.00,0.00,Fashion,Mobile,UPI,Completed,No
CONV00254,CMP178,CUST09258,2025-10-12,Purchase,1084.32,1084.32,Books,Mobile,Credit Card,Completed,No
CONV00255,CMP150,CUST04949,2025-06-20,Purchase,1640.83,1640.83,Beauty,Desktop,Credit Card,Completed,No
CONV00256,CMP103,CUST06756,2025-07-11,Purchase,731.24,731.24,Beauty,Mobile,UPI,Completed,No
CONV00257,CMP077,CUST04153,2025-05-06,App Signup,0.00,0.00,Books,Desktop,UPI,Completed,No
CONV00258,CMP038,CUST08442,2025-02-20,Purchase,3113.64,3113.64,Electronics,Mobile,Cash on Delivery,Completed,Yes
CONV00259,CMP167,CUST07620,2025-11-20,Purchase,847.45,847.45,Fashion,Mobile,UPI,Completed,No
CONV00260,CMP133,CUST04902,2025-01-17,Purchase,1883.01,1883.01,Fitness,Mobile,UPI,Completed,Yes
CONV00261,CMP157,CUST00519,2025-01-25,Purchase,799.53,799.53,Books,Mobile,Credit Card,Completed,Yes
CONV00262,CMP039,CUST06397,2025-03-11,App Signup,0.00,0.00,Home & Kitchen,Mobile,UPI,Cancelled,No
CONV00263,CMP073,CUST03290,2025-01-13,Lead,0.00,0.00,Beauty,Mobile,Net Banking,Completed,Yes
CONV00264,CMP033,CUST00039,2025-09-19,Purchase,5577.99,5577.99,Electronics,Desktop,Credit Card,Completed,No
CONV00265,CMP053,CUST04429,2025-05-18,App Signup,0.00,0.00,Grocery,Mobile,UPI,Completed,Yes
CONV00266,CMP013,CUST06742,2025-01-28,Purchase,1218.93,1218.93,Grocery,Mobile,Credit Card,Completed,No
CONV00267,CMP135,CUST06401,2025-03-06,Purchase,115.90,811.16,Grocery,Mobile,Wallet,Refunded,No
CONV00268,CMP111,CUST00811,2025-03-10,Purchase,2680.02,2680.02,Beauty,Mobile,UPI,Completed,No
CONV00269,CMP028,CUST07336,2025-04-09,Purchase,1865.46,1865.46,Fashion,Desktop,Credit Card,Completed,Yes
CONV00270,CMP114,CUST05759,2025-06-30,Purchase,1721.09,1721.09,Fitness,Mobile,Wallet,Completed,No
CONV00271,CMP101,CUST07102,2025-05-26,App Signup,0.00,0.00,Electronics,Mobile,Credit Card,Completed,No
CONV00272,CMP151,CUST04757,2025-07-13,Purchase,0.00,429.19,Books,Desktop,Credit Card,Pending,No
CONV00273,CMP138,CUST01974,2025-06-16,Purchase,1538.92,1538.92,Personal Care,Desktop,Debit Card,Completed,No
CONV00274,CMP122,CUST07073,2025-02-27,Purchase,1628.13,1628.13,Home & Kitchen,Mobile,Net Banking,Completed,No
CONV00275,CMP062,CUST07065,2025-02-11,Purchase,1414.04,1414.04,Grocery,Mobile,UPI,Completed,Yes
CONV00276,CMP076,CUST08946,2025-04-24,Purchase,1160.54,1160.54,Personal Care,Mobile,Credit Card,Completed,No
CONV00277,CMP077,CUST00893,2025-05-03,Purchase,1792.07,1792.07,Fitness,Mobile,Credit Card,Completed,Yes
CONV00278,CMP009,CUST08758,2025-09-17,Purchase,1547.84,1547.84,Grocery,Desktop,Wallet,Completed,No
CONV00279,CMP109,CUST05907,2025-01-10,Purchase,349.03,349.03,Fitness,Desktop,Credit Card,Completed,No
CONV00280,CMP086,CUST01071,2025-02-24,Purchase,1008.78,1008.78,Fashion,Mobile,UPI,Completed,No
CONV00281,CMP021,CUST03314,2025-09-14,Lead,0.00,0.00,Electronics,Mobile,UPI,Completed,No
CONV00282,CMP146,CUST04603,2025-02-14,Purchase,150.00,150.00,Books,Mobile,Net Banking,Completed,No
CONV00283,CMP034,CUST00175,2025-10-12,Purchase,7501.22,7501.22,Electronics,Mobile,UPI,Completed,No
CONV00284,CMP158,CUST06241,2025-02-26,Purchase,1516.96,1516.96,Personal Care,Desktop,Net Banking,Completed,No
CONV00285,CMP002,CUST06523,2025-02-15,Purchase,3904.61,3904.61,Fitness,Mobile,Debit Card,Completed,No
CONV00286,CMP046,CUST08268,2025-10-23,Purchase,2694.90,2694.90,Fashion,Mobile,UPI,Completed,No
CONV00287,CMP014,CUST05831,2025-02-13,Purchase,138.00,138.00,Beauty,Mobile,Wallet,Completed,No
CONV00288,CMP082,CUST05734,2025-10-22,Purchase,1568.97,1568.97,Fitness,Mobile,Credit Card,Completed,No
CONV00289,CMP152,CUST07436,2025-08-21,Purchase,693.32,693.32,Books,Mobile,Net Banking,Completed,No
CONV00290,CMP069,CUST07183,2025-09-09,Lead,0.00,0.00,Fitness,Desktop,Credit Card,Completed,Yes
CONV00291,CMP176,CUST06059,2025-08-25,Purchase,6317.91,6317.91,Electronics,Desktop,Cash on Delivery,Completed,No
CONV00292,CMP083,CUST03110,2025-11-25,Purchase,1036.54,1036.54,Grocery,Mobile,Credit Card,Completed,No
CONV00293,CMP192,CUST04931,2025-12-08,Purchase,4808.98,4808.98,Electronics,Tablet,Debit Card,Completed,No
CONV00294,CMP025,CUST05689,2025-01-02,Purchase,1392.41,1392.41,Personal Care,Mobile,Net Banking,Completed,No
CONV00295,CMP168,CUST00048,2025-12-10,Purchase,764.92,764.92,Books,Mobile,UPI,Completed,No
CONV00296,CMP135,CUST01660,2025-03-10,App Signup,500.00,500.00,Fashion,Mobile,Net Banking,Completed,No
CONV00297,CMP091,CUST01153,2025-07-20,Purchase,2576.87,2576.87,Fashion,Desktop,Debit Card,Completed,No
CONV00298,CMP196,CUST08455,2025-04-23,Subscription,3508.72,3508.72,Fashion,Mobile,UPI,Completed,No
CONV00299,CMP154,CUST00788,2025-10-11,Subscription,2677.80,2677.80,Fitness,Mobile,Debit Card,Completed,Yes
CONV00300,CMP101,CUST01312,2025-05-27,App Signup,250.00,250.00,Beauty,Mobile,Debit Card,Completed,No
CONV00301,CMP010,CUST02864,2025-10-15,Purchase,903.59,903.59,Home & Kitchen,Mobile,Wallet,Completed,No
CONV00302,CMP052,CUST07844,2025-04-18,Purchase,0.00,1407.15,Grocery,Desktop,Wallet,Pending,No
CONV00303,CMP036,CUST07715,2025-12-05,Purchase,3230.83,3230.83,Fashion,Mobile,Credit Card,Completed,No
CONV00304,CMP001,CUST02724,2025-01-11,Purchase,578.23,578.23,Books,Mobile,Credit Card,Completed,No
CONV00305,CMP049,CUST05892,2025-01-10,Purchase,798.66,798.66,Books,Mobile,Credit Card,Completed,Yes
CONV00306,CMP055,CUST05978,2025-07-04,Purchase,7289.32,7289.32,Electronics,Mobile,UPI,Completed,No
CONV00307,CMP006,CUST00376,2025-06-23,App Signup,0.00,0.00,Fitness,Mobile,Net Banking,Completed,No
CONV00308,CMP179,CUST00846,2025-11-28,App Signup,0.00,0.00,Home & Kitchen,Mobile,UPI,Completed,No
CONV00309,CMP075,CUST04973,2025-03-12,Purchase,2409.63,2409.63,Fashion,Desktop,UPI,Completed,No
CONV00310,CMP021,CUST04846,2025-09-06,Purchase,1942.79,1942.79,Fashion,Desktop,UPI,Completed,No
CONV00311,CMP195,CUST01291,2025-03-08,Purchase,509.89,509.89,Personal Care,Mobile,Wallet,Completed,No
CONV00312,CMP062,CUST07232,2025-02-19,Lead,250.00,250.00,Books,Mobile,UPI,Completed,No
CONV00313,CMP141,CUST07273,2025-09-25,Purchase,1067.49,1067.49,Grocery,Mobile,UPI,Completed,No
CONV00314,CMP178,CUST05332,2025-10-20,Purchase,2856.32,2856.32,Fitness,Mobile,Net Banking,Completed,No
CONV00315,CMP076,CUST09252,2025-04-21,Purchase,648.66,648.66,Books,Mobile,Wallet,Completed,Yes
CONV00316,CMP079,CUST06029,2025-07-23,Purchase,1449.08,1449.08,Fashion,Mobile,Credit Card,Completed,Yes
CONV00317,CMP017,CUST08715,2025-05-10,Purchase,1759.02,1759.02,Grocery,Mobile,Cash on Delivery,Completed,No
CONV00318,CMP164,CUST08585,2025-08-18,Purchase,1243.49,1243.49,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV00319,CMP188,CUST08990,2025-08-21,Purchase,1363.89,1363.89,Grocery,Mobile,Credit Card,Completed,Yes
CONV00320,CMP112,CUST06731,2025-04-07,Purchase,1273.42,1273.42,Beauty,Tablet,UPI,Completed,No
CONV00321,CMP162,CUST08011,2025-06-18,Purchase,705.19,705.19,Fashion,Mobile,UPI,Completed,Yes
CONV00322,CMP131,CUST05938,2025-11-18,Purchase,0.00,654.80,Grocery,Mobile,UPI,Pending,No
CONV00323,CMP167,CUST03633,2025-11-16,Purchase,2886.81,2886.81,Home & Kitchen,Mobile,Wallet,Completed,No
CONV00324,CMP030,CUST03976,2025-06-30,Purchase,0.00,1250.98,Personal Care,Desktop,Credit Card,Cancelled,No
CONV00325,CMP086,CUST00822,2025-02-13,Purchase,0.00,1621.92,Fitness,Desktop,UPI,Cancelled,No
CONV00326,CMP152,CUST05076,2025-08-24,Purchase,2124.55,2124.55,Fitness,Mobile,UPI,Completed,No
CONV00327,CMP185,CUST09658,2025-05-07,Purchase,1711.87,1711.87,Beauty,Mobile,Cash on Delivery,Completed,No
CONV00328,CMP073,CUST05596,2025-01-25,Purchase,580.84,580.84,Personal Care,Mobile,Debit Card,Completed,No
CONV00329,CMP124,CUST06035,2025-04-11,Subscription,0.00,1181.76,Books,Mobile,Credit Card,Cancelled,No
CONV00330,CMP137,CUST00424,2025-05-17,Purchase,484.61,484.61,Home & Kitchen,Mobile,Wallet,Completed,No
CONV00331,CMP169,CUST09580,2025-01-22,Purchase,796.65,796.65,Books,Desktop,Credit Card,Completed,No
CONV00332,CMP041,CUST01025,2025-05-12,Purchase,355.95,355.95,Personal Care,Mobile,Credit Card,Completed,No
CONV00333,CMP061,CUST04497,2025-01-09,Lead,0.00,0.00,Fashion,Mobile,Net Banking,Completed,No
CONV00334,CMP045,CUST08293,2025-09-29,Purchase,1225.30,1225.30,Beauty,Mobile,UPI,Completed,No
CONV00335,CMP016,CUST09572,2025-04-02,Purchase,638.59,638.59,Grocery,Mobile,UPI,Completed,No
CONV00336,CMP180,CUST07771,2025-12-23,Purchase,2576.66,2576.66,Beauty,Mobile,Cash on Delivery,Completed,No
CONV00337,CMP085,CUST03626,2025-01-24,Purchase,4159.24,4159.24,Electronics,Desktop,Cash on Delivery,Completed,Yes
CONV00338,CMP182,CUST08903,2025-02-24,Purchase,2058.05,2058.05,Beauty,Mobile,UPI,Completed,No
CONV00339,CMP017,CUST08433,2025-05-03,Purchase,2762.90,2762.90,Home & Kitchen,Desktop,Credit Card,Completed,No
CONV00340,CMP155,CUST02531,2025-11-17,Purchase,2623.33,2623.33,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV00341,CMP003,CUST02798,2025-03-25,App Signup,0.00,0.00,Grocery,Mobile,Debit Card,Completed,No
CONV00342,CMP150,CUST06469,2025-06-18,Purchase,2547.82,2547.82,Home & Kitchen,Mobile,UPI,Completed,No
CONV00343,CMP069,CUST03451,2025-09-17,Lead,0.00,0.00,Grocery,Desktop,Wallet,Completed,Yes
CONV00344,CMP185,CUST02924,2025-05-05,Purchase,2195.71,2195.71,Fashion,Mobile,UPI,Completed,No
CONV00345,CMP070,CUST07461,2025-10-17,Lead,0.00,0.00,Electronics,Mobile,UPI,Completed,No
CONV00346,CMP068,CUST03393,2025-08-19,Purchase,3156.83,3156.83,Home & Kitchen,Mobile,Net Banking,Completed,No
CONV00347,CMP140,CUST06523,2025-08-17,Lead,0.00,0.00,Personal Care,Mobile,UPI,Completed,No
CONV00348,CMP193,CUST02707,2025-01-19,App Signup,250.00,250.00,Home & Kitchen,Mobile,Credit Card,Completed,Yes
CONV00349,CMP062,CUST09175,2025-02-09,Subscription,3274.72,3274.72,Home & Kitchen,Desktop,Credit Card,Completed,No
CONV00350,CMP104,CUST00150,2025-08-23,App Signup,0.00,0.00,Books,Tablet,Cash on Delivery,Completed,Yes
CONV00351,CMP051,CUST03249,2025-03-21,Purchase,3711.89,3711.89,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV00352,CMP143,CUST08633,2025-11-17,Purchase,560.57,560.57,Books,Desktop,Net Banking,Completed,No
CONV00353,CMP093,CUST08044,2025-09-13,Purchase,813.93,813.93,Grocery,Mobile,UPI,Completed,Yes
CONV00354,CMP066,CUST05921,2025-06-07,Lead,0.00,0.00,Beauty,Mobile,UPI,Completed,No
CONV00355,CMP133,CUST02818,2025-01-17,Purchase,1749.16,1749.16,Beauty,Mobile,UPI,Completed,No
CONV00356,CMP116,CUST05112,2025-08-17,Purchase,0.00,581.94,Grocery,Mobile,Credit Card,Cancelled,No
CONV00357,CMP109,CUST03500,2025-01-20,Purchase,228.56,1593.89,Fashion,Mobile,Credit Card,Refunded,No
CONV00358,CMP127,CUST00532,2025-07-21,Purchase,839.29,839.29,Personal Care,Desktop,Net Banking,Completed,No
CONV00359,CMP001,CUST03755,2025-01-18,Purchase,1281.15,1281.15,Beauty,Desktop,Credit Card,Completed,No
CONV00360,CMP134,CUST05751,2025-02-22,Purchase,0.00,833.58,Fashion,Desktop,UPI,Pending,No
CONV00361,CMP186,CUST02615,2025-06-27,Purchase,3624.54,3624.54,Home & Kitchen,Mobile,Credit Card,Completed,Yes
CONV00362,CMP135,CUST02866,2025-03-14,Purchase,1150.21,1150.21,Home & Kitchen,Mobile,UPI,Completed,No
CONV00363,CMP095,CUST07998,2025-11-18,Purchase,0.00,2773.41,Electronics,Tablet,Credit Card,Cancelled,No
CONV00364,CMP004,CUST00114,2025-04-05,Purchase,886.00,886.00,Personal Care,Mobile,UPI,Completed,No
CONV00365,CMP148,CUST08499,2025-04-10,Purchase,0.00,4318.24,Electronics,Mobile,UPI,Cancelled,No
CONV00366,CMP064,CUST01519,2025-04-15,Purchase,150.00,150.00,Fashion,Mobile,UPI,Completed,Yes
CONV00367,CMP186,CUST01961,2025-06-19,Purchase,1216.99,1216.99,Grocery,Desktop,UPI,Completed,No
CONV00368,CMP069,CUST08234,2025-09-16,Purchase,2919.68,2919.68,Electronics,Mobile,UPI,Completed,No
CONV00369,CMP115,CUST02741,2025-07-04,Lead,0.00,0.00,Fashion,Mobile,Cash on Delivery,Completed,No
CONV00370,CMP027,CUST06172,2025-03-15,Purchase,683.16,683.16,Fitness,Mobile,UPI,Completed,No
CONV00371,CMP170,CUST09437,2025-02-16,Purchase,2792.31,2792.31,Fitness,Mobile,Debit Card,Completed,No
CONV00372,CMP130,CUST02910,2025-10-19,Lead,0.00,0.00,Fashion,Mobile,UPI,Completed,No
CONV00373,CMP189,CUST00136,2025-09-22,Purchase,3109.43,3109.43,Fitness,Mobile,Wallet,Completed,Yes
CONV00374,CMP069,CUST02314,2025-09-23,App Signup,500.00,500.00,Grocery,Mobile,Credit Card,Completed,No
CONV00375,CMP020,CUST05207,2025-08-29,Purchase,683.71,683.71,Books,Desktop,Credit Card,Completed,No
CONV00376,CMP102,CUST03877,2025-06-14,Lead,0.00,0.00,Beauty,Mobile,UPI,Completed,No
CONV00377,CMP163,CUST04911,2025-07-03,App Signup,250.00,250.00,Personal Care,Mobile,UPI,Completed,No
CONV00378,CMP192,CUST02120,2025-12-15,Purchase,910.42,910.42,Beauty,Mobile,UPI,Completed,No
CONV00379,CMP054,CUST03411,2025-06-14,Purchase,1852.52,1852.52,Fashion,Mobile,Credit Card,Completed,No
CONV00380,CMP054,CUST02865,2025-06-12,Purchase,863.26,863.26,Books,Mobile,Credit Card,Completed,No
CONV00381,CMP046,CUST06765,2025-10-10,Purchase,7870.53,7870.53,Electronics,Mobile,Cash on Delivery,Completed,No
CONV00382,CMP114,CUST07310,2025-06-22,Purchase,862.24,862.24,Books,Mobile,Wallet,Completed,No
CONV00383,CMP064,CUST06740,2025-04-20,Purchase,1440.37,1440.37,Beauty,Tablet,Debit Card,Completed,Yes
CONV00384,CMP052,CUST04969,2025-04-17,Purchase,662.67,662.67,Personal Care,Desktop,Wallet,Completed,No
CONV00385,CMP063,CUST01253,2025-03-16,Purchase,1470.48,1470.48,Personal Care,Desktop,Wallet,Completed,No
CONV00386,CMP064,CUST05813,2025-04-03,Lead,0.00,0.00,Personal Care,Mobile,UPI,Completed,Yes
CONV00387,CMP066,CUST05103,2025-06-26,Purchase,2889.17,2889.17,Fitness,Tablet,Cash on Delivery,Completed,No
CONV00388,CMP004,CUST05951,2025-04-22,Purchase,953.41,953.41,Grocery,Desktop,Credit Card,Completed,No
CONV00389,CMP129,CUST02702,2025-09-17,Purchase,0.00,5471.33,Electronics,Mobile,Cash on Delivery,Pending,No
CONV00390,CMP051,CUST05971,2025-03-24,Purchase,4439.68,4439.68,Electronics,Mobile,UPI,Completed,Yes
CONV00391,CMP104,CUST07385,2025-08-25,Purchase,932.35,932.35,Grocery,Mobile,UPI,Completed,No
CONV00392,CMP057,CUST04172,2025-09-21,Purchase,1452.45,1452.45,Personal Care,Desktop,UPI,Completed,Yes
CONV00393,CMP124,CUST05770,2025-04-08,Purchase,222.63,222.63,Personal Care,Mobile,UPI,Completed,No
CONV00394,CMP049,CUST03188,2025-01-03,Purchase,2968.15,2968.15,Fitness,Desktop,Debit Card,Completed,No
CONV00395,CMP192,CUST05347,2025-12-14,Subscription,1824.61,1824.61,Beauty,Mobile,Wallet,Completed,Yes
CONV00396,CMP154,CUST08860,2025-10-16,Purchase,3286.08,3286.08,Fitness,Mobile,Cash on Delivery,Completed,No
CONV00397,CMP095,CUST01157,2025-11-03,Subscription,1171.02,1171.02,Electronics,Mobile,UPI,Completed,No
CONV00398,CMP049,CUST03851,2025-01-03,Lead,0.00,0.00,Fitness,Mobile,UPI,Completed,No
CONV00399,CMP076,CUST09766,2025-04-16,Purchase,1534.05,1534.05,Fashion,Mobile,UPI,Completed,No
CONV00400,CMP098,CUST08915,2025-02-15,Purchase,4018.69,4018.69,Electronics,Mobile,UPI,Completed,No
CONV00401,CMP181,CUST03795,2025-01-15,Subscription,1392.60,1392.60,Beauty,Mobile,Credit Card,Completed,Yes
CONV00402,CMP113,CUST02018,2025-05-25,Purchase,652.71,652.71,Books,Mobile,UPI,Completed,Yes
CONV00403,CMP042,CUST04103,2025-06-16,Purchase,702.20,702.20,Books,Mobile,UPI,Completed,Yes
CONV00404,CMP099,CUST06022,2025-03-14,Purchase,1401.10,1401.10,Personal Care,Mobile,UPI,Completed,Yes
CONV00405,CMP065,CUST03589,2025-05-19,App Signup,0.00,0.00,Personal Care,Mobile,UPI,Completed,Yes
CONV00406,CMP175,CUST01520,2025-07-13,App Signup,250.00,250.00,Electronics,Mobile,Net Banking,Completed,Yes
CONV00407,CMP019,CUST04129,2025-07-03,Purchase,3159.16,3159.16,Fitness,Mobile,UPI,Completed,Yes
CONV00408,CMP076,CUST07367,2025-04-24,Purchase,3496.08,3496.08,Fitness,Mobile,Debit Card,Completed,No
CONV00409,CMP006,CUST07711,2025-06-12,Purchase,4753.75,4753.75,Home & Kitchen,Mobile,Wallet,Completed,No
CONV00410,CMP061,CUST03028,2025-01-14,Purchase,978.00,978.00,Beauty,Mobile,Credit Card,Completed,No
CONV00411,CMP022,CUST04270,2025-10-25,Purchase,1409.49,1409.49,Personal Care,Mobile,Credit Card,Completed,No
CONV00412,CMP022,CUST08213,2025-10-30,Lead,0.00,0.00,Electronics,Mobile,Credit Card,Completed,No
CONV00413,CMP004,CUST03196,2025-04-08,Subscription,781.19,781.19,Books,Desktop,Cash on Delivery,Completed,Yes
CONV00414,CMP155,CUST04634,2025-11-15,Purchase,0.00,6073.54,Electronics,Mobile,Net Banking,Pending,No
CONV00415,CMP067,CUST00786,2025-07-25,App Signup,32.15,250.00,Grocery,Mobile,UPI,Refunded,No
CONV00416,CMP145,CUST02833,2025-01-15,Purchase,584.19,584.19,Books,Mobile,UPI,Completed,No
CONV00417,CMP173,CUST09408,2025-05-08,Purchase,0.00,2125.60,Fitness,Mobile,UPI,Pending,No
CONV00418,CMP128,CUST08069,2025-08-19,Lead,0.00,0.00,Fitness,Mobile,Credit Card,Completed,Yes
CONV00419,CMP081,CUST03386,2025-09-15,Purchase,0.00,1373.77,Grocery,Mobile,Debit Card,Pending,Yes
CONV00420,CMP087,CUST04536,2025-03-18,Lead,0.00,0.00,Electronics,Mobile,Wallet,Completed,Yes
CONV00421,CMP020,CUST01981,2025-08-25,Purchase,4191.99,4191.99,Home & Kitchen,Mobile,UPI,Completed,No
CONV00422,CMP121,CUST00632,2025-01-08,Purchase,634.89,634.89,Beauty,Mobile,UPI,Completed,No
CONV00423,CMP171,CUST02848,2025-03-18,App Signup,0.00,0.00,Books,Mobile,UPI,Completed,No
CONV00424,CMP049,CUST08529,2025-01-13,Purchase,1387.93,1387.93,Home & Kitchen,Mobile,UPI,Completed,No
CONV00425,CMP173,CUST04046,2025-05-24,Lead,0.00,500.00,Beauty,Mobile,Wallet,Cancelled,Yes
CONV00426,CMP003,CUST03706,2025-03-14,Purchase,1139.18,1139.18,Beauty,Mobile,Credit Card,Completed,No
CONV00427,CMP112,CUST04429,2025-04-17,Purchase,6200.76,6200.76,Electronics,Mobile,UPI,Completed,Yes
CONV00428,CMP013,CUST04714,2025-01-16,Purchase,2573.52,2573.52,Fitness,Desktop,Wallet,Completed,No
CONV00429,CMP091,CUST08402,2025-07-17,Subscription,0.00,3518.02,Home & Kitchen,Desktop,Cash on Delivery,Cancelled,No
CONV00430,CMP143,CUST04210,2025-11-16,Purchase,2810.49,2810.49,Home & Kitchen,Mobile,Net Banking,Completed,No
CONV00431,CMP131,CUST03454,2025-11-23,Purchase,1278.23,1278.23,Books,Mobile,Credit Card,Completed,No
CONV00432,CMP068,CUST03537,2025-08-27,Subscription,201.53,201.53,Beauty,Desktop,UPI,Completed,No
CONV00433,CMP152,CUST00998,2025-08-11,Subscription,177.00,177.00,Grocery,Mobile,Wallet,Completed,No
CONV00434,CMP077,CUST05860,2025-05-14,Purchase,1751.85,1751.85,Fashion,Mobile,Credit Card,Completed,No
CONV00435,CMP198,CUST07998,2025-06-19,Lead,500.00,500.00,Electronics,Mobile,Net Banking,Completed,No
CONV00436,CMP142,CUST03333,2025-10-06,Purchase,1616.18,1616.18,Beauty,Desktop,UPI,Completed,Yes
CONV00437,CMP038,CUST09816,2025-02-11,Purchase,852.02,852.02,Grocery,Tablet,UPI,Completed,No
CONV00438,CMP042,CUST01041,2025-06-22,Purchase,2011.36,2011.36,Fitness,Desktop,Credit Card,Completed,No
CONV00439,CMP005,CUST00521,2025-05-09,Subscription,3013.91,3013.91,Fashion,Mobile,Credit Card,Completed,No
CONV00440,CMP099,CUST05727,2025-03-12,Purchase,670.97,670.97,Personal Care,Mobile,Debit Card,Completed,Yes
CONV00441,CMP152,CUST04399,2025-08-10,Purchase,897.97,897.97,Personal Care,Mobile,Wallet,Completed,Yes
CONV00442,CMP032,CUST03558,2025-08-27,Subscription,2381.72,2381.72,Fashion,Mobile,Debit Card,Completed,No
CONV00443,CMP074,CUST05247,2025-02-10,Purchase,619.98,619.98,Beauty,Desktop,UPI,Completed,No
CONV00444,CMP062,CUST00713,2025-02-10,Lead,0.00,0.00,Grocery,Mobile,Wallet,Completed,No
